Unnamed: 0,cve,owner,repo,patch
130,CVE-2017-12665,ImageMagick,ImageMagick,c1b09bbec148f6ae11d0b686fdb89ac6dc0ab14e
131,CVE-2017-13146,ImageMagick,ImageMagick,79e5dbcdd1fc2f714f9bae548bc55d5073f3ed20
132,CVE-2017-14166,libarchive,libarchive,fa7438a0ff4033e4741c807394a9af6207940d71
133,CVE-2017-14171,FFmpeg,FFmpeg,c24bcb553650b91e9eff15ef6e54ca73de2453b7
134,CVE-2017-14172,ImageMagick,ImageMagick,bdbbb13f1fe9b7e2465502c500561720f7456aac
136,CVE-2017-15102,torvalds,linux,2fae9e5a7babada041e2e161699ade2447a01989
138,CVE-2017-16525,torvalds,linux,bd998c2e0df0469707503023d50d46cf0b10c787
139,CVE-2017-16528,torvalds,linux,fc27fe7e8deef2f37cba3f2be2d52b6ca5eb9d57
140,CVE-2017-16534,torvalds,linux,2e1c42391ff2556387b3cb6308b24f6f65619feb
141,CVE-2017-16643,torvalds,linux,a50829479f58416a013a4ccca791336af3c584c7
142,CVE-2017-17439,heimdal,heimdal,1a6a6e462dc2ac6111f9e02c6852ddec4849b887
143,CVE-2017-18079,torvalds,linux,340d394a789518018f834ff70f7534fc463d3226
144,CVE-2017-18255,torvalds,linux,1572e45a924f254d9570093abde46430c3172e3d
145,CVE-2017-18270,torvalds,linux,237bbd29f7a049d310d907f4b2716a7feef9abf3
146,CVE-2017-18922,LibVNC,libvncserver,aac95a9dcf4bbba87b76c72706c3221a842ca433
147,CVE-2017-2630,qemu,qemu,2563c9c6b8670400c48e562034b321a7cf3d9a85
148,CVE-2017-5226,projectatomic,bubblewrap,d7fc532c42f0e9bf427923bab85433282b3e5117
149,CVE-2017-5509,ImageMagick,ImageMagick,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab
150,CVE-2017-5970,torvalds,linux,34b2cef20f19c87999fff3da4071e66937db9644
152,CVE-2017-6214,torvalds,linux,ccf7abb93af09ad0868ae9033d1ca8108bdaec82
153,CVE-2017-6347,torvalds,linux,ca4ef4574f1ee5252e2cd365f8f5d5bafd048f32
154,CVE-2017-6348,torvalds,linux,4c03b862b12f980456f9de92db6d508a4999b788
155,CVE-2017-6349,vim,vim,3eb1637b1bba19519885dd6d377bd5596e91d22c
157,CVE-2017-6439,libimobiledevice,libplist,32ee5213fe64f1e10ec76c1ee861ee6f233120dd
158,CVE-2017-6503,qbittorrent,qBittorrent,6ca3e4f094da0a0017cb2d483ec1db6176bb0b16
159,CVE-2017-6886,LibRaw,LibRaw,d7c3d2cb460be10a3ea7b32e9443a83c243b2251
160,CVE-2017-6889,LibRaw,LibRaw-demosaic-pack-GPL2,194f592e205990ea8fce72b6c571c14350aca716
161,CVE-2017-7472,torvalds,linux,c9f838d104fed6f2f61d68164712e3204bf5271b
162,CVE-2017-7585,erikd,libsndfile,60b234301adf258786d8b90be5c1d437fc8799e0
163,CVE-2017-7741,erikd,libsndfile,60b234301adf258786d8b90be5c1d437fc8799e0
164,CVE-2017-7862,FFmpeg,FFmpeg,8c2ea3030af7b40a3c4275696fb5c76cdb80950a
165,CVE-2017-8069,torvalds,linux,7926aff5c57b577ab0f43364ff0c59d968f6a414
167,CVE-2017-8890,torvalds,linux,657831ffc38e30092a2d5f03d385d710eb88b09a
168,CVE-2017-9142,ImageMagick,ImageMagick,f0232a2a45dfd003c1faf6079497895df3ab0ee1
169,CVE-2017-9201,jsummers,imageworsener,dc49c807926b96e503bd7c0dec35119eecd6c6fe
170,CVE-2017-9207,jsummers,imageworsener,b45cb1b665a14b0175b9cb1502ef7168e1fe0d5d
171,CVE-2017-9438,VirusTotal,yara,10e8bd3071677dd1fa76beeef4bc2fc427cea5e7
173,CVE-2018-1000041,ImageMagick,librsvg,f9d69eadd2b16b00d1a1f9f286122123f8e547dd
174,CVE-2018-1000127,memcached,memcached,a8c4a82787b8b6c256d61bd5c42fb7f92d1bae00
175,CVE-2018-10756,transmission,transmission,2123adf8e5e1c2b48791f9d22fc8c747e974180e
178,CVE-2018-11594,espruino,Espruino,c36d30529118aa049797db43f111ddad468aad29
179,CVE-2018-12249,mruby,mruby,faa4eaf6803bd11669bc324b4c34e7162286bfa3
182,CVE-2018-13301,FFmpeg,FFmpeg,2aa9047486dbff12d9e040f917e5f799ed2fd78b
183,CVE-2018-13305,FFmpeg,FFmpeg,d08d4a8c7387e758d439b0592782e4cfa2b4d6a4
184,CVE-2018-13785,glennrp,libpng,8a05766cb74af05c04c53e6c9d60c13fc4d59bf2
186,CVE-2018-14361,neomutt,neomutt,9e927affe3a021175f354af5fa01d22657c20585
188,CVE-2018-15572,torvalds,linux,fdf82a7856b32d905c39afc85e34364491e46346
189,CVE-2018-15594,torvalds,linux,5800dc5c19f34e6e03b5adab1282535cb102fafd
190,CVE-2018-15853,xkbcommon,libxkbcommon,1f9d1248c07cda8aaff762429c0dce146de8632a
191,CVE-2018-15855,xkbcommon,libxkbcommon,917636b1d0d70205a13f89062b95e3a0fc31d4ff
192,CVE-2018-15862,xkbcommon,libxkbcommon,4e2ee9c3f6050d773f8bbe05bc0edb17f1ff8371
193,CVE-2018-16150,igrr,axtls-8266,5efe2947ab45e81d84b5f707c51d1c64be52f36c
194,CVE-2018-16419,OpenSC,OpenSC,360e95d45ac4123255a4c796db96337f332160ad
195,CVE-2018-16421,OpenSC,OpenSC,360e95d45ac4123255a4c796db96337f332160ad
197,CVE-2018-20174,rdesktop,rdesktop,4dca546d04321a610c1835010b5dad85163b65e1
198,CVE-2018-20176,rdesktop,rdesktop,4dca546d04321a610c1835010b5dad85163b65e1
199,CVE-2018-20177,rdesktop,rdesktop,4dca546d04321a610c1835010b5dad85163b65e1
200,CVE-2018-8798,rdesktop,rdesktop,4dca546d04321a610c1835010b5dad85163b65e1
201,CVE-2018-20511,torvalds,linux,9824dfae5741275473a23a7ed5756c7b6efacc9d
202,CVE-2018-20748,LibVNC,libvncserver,e34bcbb759ca5bef85809967a268fdf214c1ad2c
203,CVE-2018-20763,gpac,gpac,1c449a34fe0b50aaffb881bfb9d7c5ab0bb18cdd
204,CVE-2018-20784,torvalds,linux,c40f7d74c741a907cfaeb73a7697081881c497d0
205,CVE-2018-5332,torvalds,linux,c095508770aebf1b9218e77026e48345d719b17c
206,CVE-2018-6337,facebook,folly,8e927ee48b114c8a2f90d0cbd5ac753795a6761f
208,CVE-2018-9275,Yubico,yubico-pam,0f6ceabab0a8849b47f67d727aa526c2656089ba
210,CVE-2019-1010247,zmartzone,mod_auth_openidc,132a4111bf3791e76437619a66336dce2ce4c79b
214,CVE-2019-12951,cesanta,mongoose,b3e0f780c34cea88f057a62213c012aa88fe2deb
215,CVE-2019-12981,libming,libming,6e76e8c71cb51c8ba0aa9737a636b9ac3029887f
216,CVE-2019-12982,libming,libming,da9d86eab55cbf608d5c916b8b690f5b76bca462
217,CVE-2019-13135,ImageMagick,ImageMagick,cdb383749ef7b68a38891440af8cc23e0115306d
218,CVE-2019-13136,ImageMagick,ImageMagick,fe5f4b85e6b1b54d3b4588a77133c06ade46d891
219,CVE-2019-13221,nothings,stb,98fdfc6df88b1e34a736d5e126e6c8139c8de1a6
220,CVE-2019-13224,kkos,oniguruma,0f7f61ed1b7b697e283e37bd2d731d0bd57adb55
221,CVE-2019-13227,linuxdeepin,deepin-clone,e079f3e2712b4f8c28e3e63e71ba1a1f90fce1ab
222,CVE-2019-13298,ImageMagick,ImageMagick,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3
223,CVE-2019-13300,ImageMagick,ImageMagick,a906fe9298bf89e01d5272023db687935068849a
224,CVE-2019-14814,torvalds,linux,7caac62ed598a196d6ddf8d9c121e12e082cac3a
225,CVE-2019-15900,slicer69,doas,2f83222829448e5bc4c9391d607ec265a1e06531
226,CVE-2019-15924,torvalds,linux,01ca667133d019edc9f0a1f70a272447c84ec41f
227,CVE-2019-16163,kkos,oniguruma,4097828d7cc87589864fecf452f2cd46c5f37180
228,CVE-2019-16714,torvalds,linux,7d0a06586b2686ba80c4a2da5f91cb10ffbea736
229,CVE-2019-17547,ImageMagick,ImageMagick,ecf7c6b288e11e7e7f75387c5e9e93e423b98397
233,CVE-2019-18812,torvalds,linux,c0a333d842ef67ac04adc72ff79dc1ccc3dca4ed
234,CVE-2019-19044,torvalds,linux,29cd13cfd7624726d9e6becbae9aa419ef35af7f
235,CVE-2019-19053,torvalds,linux,bbe692e349e2a1edf3fe0a29a0e05899c9c94d51
236,CVE-2019-19058,torvalds,linux,b4b814fec1a5a849383f7b3886b654a13abbda7d
237,CVE-2019-19060,torvalds,linux,ab612b1daf415b62c58e130cb3d0f30b255a14d0
238,CVE-2019-19061,torvalds,linux,9c0530e898f384c5d279bfcebd8bb17af1105873
239,CVE-2019-19071,torvalds,linux,d563131ef23cbc756026f839a82598c8445bc45f
240,CVE-2019-19072,torvalds,linux,96c5c6e6a5b6db592acae039fed54b5c8844cd35
241,CVE-2019-19074,torvalds,linux,728c1e2a05e4b5fc52fab3421dce772a806612a2
242,CVE-2019-19646,sqlite,sqlite,ebd70eedd5d6e6a890a670b5ee874a5eae86b4dd
243,CVE-2019-19923,sqlite,sqlite,396afe6f6aa90a31303c183e11b2b2d4b7956b35
244,CVE-2019-19927,torvalds,linux,ac1e516d5a4c56bf0cb4a3dfc0672f689131cfd4
247,CVE-2019-20792,OpenSC,OpenSC,c246f6f69a749d4f68626b40795a4f69168008f4
248,CVE-2019-20839,LibVNC,libvncserver,3fd03977c9b35800d73a865f167338cb4d05b0c1
249,CVE-2019-20918,inspircd,inspircd,7b47de3c194f239c5fea09a0e49696c9af017d51
250,CVE-2019-3558,facebook,fbthrift,c5d6e07588cd03061bc54d451a7fa6e84883d62b
253,CVE-2020-11095,FreeRDP,FreeRDP,733ee3208306b1ea32697b356c0215180fc3f049
254,CVE-2020-11724,openresty,lua-nginx-module,9ab38e8ee35fc08a57636b1b6190dca70b0076fa
255,CVE-2020-12268,ArtifexSoftware,jbig2dec,0726320a4b55078e9d8deb590e477d598b3da66e
256,CVE-2020-12278,libgit2,libgit2,e1832eb20a7089f6383cfce474f213157f5300cb
258,CVE-2020-12657,torvalds,linux,2f95fa5c955d0a9987ffdc3a095e2f4e62c5f2a9
259,CVE-2020-14400,LibVNC,libvncserver,53073c8d7e232151ea2ecd8a1243124121e10e2d
260,CVE-2020-14401,LibVNC,libvncserver,a6788d1da719ae006605b78d22f5a9f170b423af
261,CVE-2020-14404,LibVNC,libvncserver,74e8a70f2c9a5248d6718ce443e07c7ed314dfff
265,CVE-2020-1893,facebook,hhvm,bd586671a3c22eb2f07e55f11b3ce64e1f7961e7
267,CVE-2020-20276,troglobit,uftpd,0fb2c031ce0ace07cc19cd2cb2143c4b5a63c9dd
269,CVE-2020-27787,upx,upx,e2f60adc95334f47e286838dac33160819c5d74d
270,CVE-2020-28097,torvalds,linux,973c096f6a85e5b5f2a295126ba6928d9a6afd45
271,CVE-2020-29260,LibVNC,libvncserver,bef41f6ec4097a8ee094f90a1b34a708fbd757ec
274,CVE-2021-21378,envoyproxy,envoy,ea39e3cba652bcc4b11bb0d5c62b017e584d2e5a
275,CVE-2021-21401,nanopb,nanopb,e2f0ccf939d9f82931d085acb6df8e9a182a4261
276,CVE-2021-24028,facebook,fbthrift,bfda1efa547dce11a38592820916db01b05b9339
287,CVE-2021-30199,gpac,gpac,b2db2f99b4c30f96e17b9a14537c776da6cb5dca
288,CVE-2021-31916,torvalds,linux,4edbe1d7bcffcd6269f3b5eb63f710393ff2ec7a
289,CVE-2021-32134,gpac,gpac,328c6d682698fdb9878dbb4f282963d42c538c01
290,CVE-2021-32137,gpac,gpac,328def7d3b93847d64ecb6e9e0399684e57c3eca
291,CVE-2021-32138,gpac,gpac,289ffce3e0d224d314f5f92a744d5fe35999f20b
292,CVE-2021-32435,leesavide,abcm2ps,3169ace6d63f6f517a64e8df0298f44a490c4a15
294,CVE-2021-33364,gpac,gpac,fe5155cf047252d1c4cb91602048bfa682af0ea7
295,CVE-2021-33366,gpac,gpac,0a85029d694f992f3631e2f249e4999daee15cbf
296,CVE-2021-33909,torvalds,linux,8cae8cd89f05f6de223d63e6d15e31c8ba9cf53b
297,CVE-2021-3622,libguestfs,hivex,771728218dac2fbf6997a7e53225e75a4c6b7255
299,CVE-2021-3671,heimdal,heimdal,04171147948d0a3636bc6374181926f0fb2ec83a
300,CVE-2021-3764,torvalds,linux,505d9dcb0f7ddf9d075e729523a33d38642ae680
301,CVE-2021-37600,karelzak,util-linux,1c9143d0c1f979c3daf10e1c37b5b1e916c22a1c
313,CVE-2021-3778,vim,vim,65b605665997fad54ef39a93199e305af2fe4d7f
314,CVE-2021-38597,wolfSSL,wolfssl,f93083be72a3b3d956b52a7ec13f307a27b6e093
315,CVE-2021-3888,bfabiszewski,libmobi,c78e186739b50d156cb3da5d08d70294f0490853
316,CVE-2021-3928,vim,vim,15d9890eee53afc61eb0a03b878a19cb5672f732
317,CVE-2021-3962,ImageMagick,ImageMagick,82775af03bbb10a0a1d0e15c0156c75673b4525e
318,CVE-2021-40562,gpac,gpac,5dd71c7201a3e5cf40732d585bfb21c906c171d3
322,CVE-2021-44109,open5gs,open5gs,d919b2744cd05abae043490f0a3dd1946c1ccb8c
324,CVE-2022-0080,mruby,mruby,28ccc664e5dcd3f9d55173e9afde77c4705a9ab6
325,CVE-2022-0139,radareorg,radare2,37897226a1a31f982bfefdc4aeefc2e50355c73c
326,CVE-2022-0319,vim,vim,05b27615481e72e3b338bb12990fb3e0c2ecc2a9
327,CVE-2022-0476,radareorg,radare2,27fe8031782d3a06c3998eaa94354867864f9f1b
328,CVE-2022-0518,radareorg,radare2,9650e3c352f675687bf6c6f65ff2c4a3d0e288fa
329,CVE-2022-0525,mruby,mruby,0849a2885f81cfd82134992c06df3ccd59052ac7
330,CVE-2022-0570,mruby,mruby,38b164ace7d6ae1c367883a3d67d7f559783faad
331,CVE-2022-0890,mruby,mruby,da48e7dbb20024c198493b8724adae1b842083aa
332,CVE-2022-1043,torvalds,linux,a30f895ad3239f45012e860d4f94c1a388b36d14
333,CVE-2022-1207,radareorg,radare2,605785b65dd356d46d4487faa41dbf90943b8bc1
334,CVE-2022-1620,vim,vim,8e4b76da1d7e987d43ca960dfbc372d1c617466f
335,CVE-2022-1735,vim,vim,7ce5b2b590256ce53d6af28c1d203fb3bc1d2d97
336,CVE-2022-1769,vim,vim,4748c4bd64610cf943a431d215bb1aad51f8d0b4
337,CVE-2022-1851,vim,vim,78d52883e10d71f23ab72a3d8b9733b00da8c9ad
338,CVE-2022-1897,vim,vim,338f1fc0ee3ca929387448fe464579d6113fa76a
339,CVE-2022-2126,vim,vim,156d3911952d73b03d7420dc3540215247db0fe8
340,CVE-2022-21723,pjsip,pjproject,077b465c33f0aec05a49cd2ca456f9a1b112e896
342,CVE-2022-2210,vim,vim,c101abff4c6756db4f5e740fde289decb9452efa
343,CVE-2022-2288,vim,vim,c6fdb15d423df22e1776844811d082322475e48a
349,CVE-2022-24301,minetest,minetest,3693b6871eba268ecc79b3f52d00d3cefe761131
350,CVE-2022-26530,swaywm,swaylock,1d1c75b6316d21933069a9d201f966d84099f6ca
351,CVE-2022-28044,ckolivas,lrzip,5faf80cd53ecfd16b636d653483144cd12004f46
355,CVE-2022-31620,thorfdbg,libjpeg,ef4a29a62ab48b8dc235f4af52cfd6319eda9a6a
357,CVE-2022-3278,vim,vim,69082916c8b5d321545d60b9f5facad0a2dd5a4e
358,CVE-2022-33099,lua,lua,42d40581dd919fb134c07027ca1ce0844c670daf
359,CVE-2022-34295,fwdillema,totd,afd8a10a6a21f82a70940d1b43cff48143250399
362,CVE-2022-35978,minetest,minetest,da71e86633d0b27cd02d7aac9fdac625d141ca13
366,CVE-2011-3941,FFmpeg,FFmpeg,c77be3a35a0160d6af88056b0899f120f2eef38e
367,CVE-2011-4579,FFmpeg,FFmpeg,6e24b9488e67849a28e64a8056e05f83cf439229
368,CVE-2012-0853,FFmpeg,FFmpeg,9af6abdc17deb95c9b1f1d9242ba49b8b5e0b016
369,CVE-2012-2777,FFmpeg,FFmpeg,25715064c2ef4978672a91f8c856f3e8809a7c45
370,CVE-2012-2779,FFmpeg,FFmpeg,229e4c133287955d5f3f837520a3602709b21950
371,CVE-2012-2786,FFmpeg,FFmpeg,d1c95d2ce39560e251fdb14f4af91b04fd7b845c
372,CVE-2012-2787,FFmpeg,FFmpeg,01bf2ad7351fdaa2e21b6bdf963d22d6ffccb920
373,CVE-2013-0894,FFmpeg,FFmpeg,2c16bf2de07c68513072bf3cc96401d2c6291a3e
374,CVE-2012-6617,FFmpeg,FFmpeg,cbe43e62c9ac7d4aefdc13476f6f691bd626525f
375,CVE-2013-0853,FFmpeg,FFmpeg,be818df547c3b0ae4fadb50fd210139a8636706a
376,CVE-2013-2277,FFmpeg,FFmpeg,bdeb61ccc67911cfc5e20c7cfb1312d0501ca90a
377,CVE-2013-2496,FFmpeg,FFmpeg,e398990eb87785e20e065cd3f14d1dbb69df4392
378,CVE-2014-8546,FFmpeg,FFmpeg,e7e5114c506957f40aafd794e06de1a7e341e9d5
379,CVE-2015-6761,FFmpeg,FFmpeg,dabea74d0e82ea80cd344f630497cafcb3ef872c
380,CVE-2015-8363,FFmpeg,FFmpeg,44a7f17d0b20e6f8d836b2957e3e357b639f19a2
381,CVE-2016-2329,FFmpeg,FFmpeg,89f464e9c229006e16f6bb5403c5529fdd0a9edd
