,owner,repo,avg_patch_token_count
1735,monitorjbl,excel-streaming-reader,573.0
556,ceph,ceph-deploy,573.0
1575,latchset,jwcrypto,573.0
2350,twisted,treq,571.0
268,aheckmann,mquery,571.0
862,fgribreau,node-request-retry,569.0
269,ai,nanoid,569.0
1110,irrdnet,irrd,569.0
2051,pyupio,dparse,568.5
1489,jsonata-js,jsonata,568.0
1927,panates,putil-merge,568.0
1143,jazzband,django-user-sessions,568.0
1952,piccolo-orm,piccolo_admin,567.0
666,dask,distributed,567.0
428,apostrophecms,sanitize-html,566.25
416,apache,ws-wss4j,566.0
1822,notaryproject,specifications,562.0
852,faye,websocket-extensions-node,562.0
1170,jenkinsci,aws-credentials-plugin,560.5
2479,yarkeev,git-interface,560.0
142,NodeBB,NodeBB,559.7777777777778
678,deeplook,svglib,556.0
1690,microcks,microcks,554.5
1644,mar10,wsgidav,554.0
2094,robinbuschmann,sequelize-typescript,553.0
2158,semantic-release,semantic-release,553.0
324,apache,axis-axis1-java,552.5
724,dominictarr,libnested,552.0
2111,rudderlabs,rudder-server,551.6666666666666
1584,lenovo,Antilles,547.0
1958,pillarjs,send,547.0
307,ansys,pyansys-geometry,547.0
496,berriai,litellm,546.0
2412,wal-g,wal-g,546.0
218,TooTallNate,node-degenerator,545.5
563,charmbracelet,charm,545.0
1750,mportuga,eslint-detailed-reporter,544.0
1730,moment,moment,544.0
2439,wildfly,jboss-ejb-client,543.0
635,coreos,etcd,542.0
791,encode,uvicorn,542.0
388,apache,santuario-java,541.0
1974,plone,Products.ATContentTypes,540.0
311,anthraxx,diffoscope,540.0
1964,piranna,linux-cmdline,538.0
697,diegohaz,bodymen,537.0
2095,robinvdvleuten,shvl,536.0
2364,ulikunitz,xz,533.0
178,PythonCharmers,python-future,533.0
381,apache,poi,533.0
1946,petl-developers,petl,530.0
2269,strapi-community,strapi-plugin-protected-populate,530.0
1033,herber,hekto,528.0
1194,jenkinsci,cloudbees-jenkins-advisor-plugin,528.0
217,TogaTech,tEnvoy,527.0
734,dromara,sureness,527.0
690,devsnd,cherrymusic,526.0
1626,lukeed,nestie,525.0
892,frostming,rediswrapper,524.0
1316,jenkinsci,mask-passwords-plugin,523.0
912,getsentry,sentry-python,523.0
491,benbusby,whoogle-search,522.0
199,SiCKRAGE,SiCKRAGE,521.0
2345,tryton,trytond,519.625
1429,jenkinsci,xldeploy-plugin,517.5
1704,minio,console,517.0
1504,jupyterhub,dockerspawner,516.0
1938,paypal,nemo-appium,516.0
1772,natelong,p4,515.0
794,ensdomains,ens,515.0
1514,jwadhams,json-logic-js,515.0
1437,jessie-codes,safe-flat,514.0
408,apache,thrift,514.0
1125,janl,mustache.js,513.0
1625,lukeed,klona,513.0
839,fastify,fastify-bearer-auth,512.0
1699,microsoft,workspace-tools,511.0
1550,kordamp,json-lib,508.0
2291,takluyver,pyxdg,508.0
1242,jenkinsci,embeddable-build-status-plugin,508.0
179,Qix-,color-string,507.0
1452,joblib,joblib,507.0
1484,js-data,js-data,507.0
2047,pytorch,pytorch,506.6666666666667
594,cloudfoundry,gorouter,506.0
896,furlongm,openvpn-monitor,505.0
2065,ratpack,ratpack,503.75
714,djblets,djblets,503.5
2414,wandb,weave,503.0
148,OISF,suricata-update,501.0
936,go-yaml,yaml,501.0
1117,itext,rups,500.0
120,MagicStack,asyncpg,499.0
1420,jenkinsci,whitesource-plugin,499.0
1977,plone,plone.namedfile,498.0
2393,viking04,merge,498.0
725,doowb,set-getter,497.0
141,NiklasMerz,cordova-plugin-fingerprint-aio,496.0
1723,modoboa,modoboa,495.8333333333333
1926,pallets,werkzeug,495.1111111111111
159,OpenKMIP,PyKMIP,494.0
158,OpenIdentityPlatform,OpenAM,490.5
1800,nicotine-plus,nicotine-plus,489.0
2469,xwiki-contrib,application-ckeditor,489.0
866,fiznool,body-parser-xml,489.0
233,WeblateOrg,weblate,488.2857142857143
735,droolsjbpm,drools,488.0
46,DIRACGrid,DIRAC,488.0
823,expressjs,serve-static,487.0
1173,jenkinsci,aws-sam-plugin,487.0
968,goreleaser,goreleaser,486.0
477,babel,babel,486.0
1404,jenkinsci,test-results-aggregator-plugin,484.0
2357,typestack,class-transformer,483.0
222,TooTallNate,proxy-agents,483.0
2102,ronomon,opened,480.0
290,anchore,syft,480.0
752,ecies,go,480.0
105,Karlatemp,UnsafeAccessor,480.0
2196,smallrye,smallrye-health,480.0
531,buger,jsonparser,479.5
2389,vesse,node-ldapauth-fork,479.0
2017,pugjs,pug,479.0
355,apache,incubator-livy,479.0
1988,postcss,postcss,478.0
2323,todbot,Blink1Control2,476.25
510,borgbackup,borg,475.5
1368,jenkinsci,rest-list-parameter-plugin,474.0
1610,llGaetanll,obx,472.0
2353,twitter,twitter-server,471.0
931,go-macaron,macaron,471.0
2356,typelevel,grackle,470.0
1696,microsoft,go-crypto-openssl,469.0
1329,jenkinsci,neuvector-vulnerability-scanner-plugin,469.0
1845,oauth2-proxy,oauth2_proxy,468.0
175,PyMySQL,PyMySQL,468.0
2292,tankywoo,simiki,468.0
1475,jperelli,osm-static-maps,466.0
1939,pdm-project,pdm,466.0
2477,yargs,y18n,466.0
739,duke-git,lancet,465.0
1534,kitabisa,teler,464.5
1893,openstack,glance_store,464.0
117,LemonLDAPNG,node-lemonldap-ng-handler,463.0
1371,jenkinsci,rocketchatnotifier-plugin,463.0
250,acrontum,filesystem-template,462.0
1602,liquibase,liquibase,461.0
1062,huandu,facebook,461.0
436,arachnys,cabot,460.0
2128,saltcorn,saltcorn,457.0
1945,peterbraden,node-opencv,455.5
9,AdaptiveScale,lxdui,455.0
292,andrei-tatar,nora-firebase-common,455.0
34,Bouke,django-two-factor-auth,454.0
622,containerd,imgcrypt,454.0
98,JPeer264,node-git-commit-info,453.0
50,DataDog,import-in-the-middle,453.0
26,BYVoid,OpenCC,452.0
1419,jenkinsci,warnings-ng-plugin,452.0
2209,socketio,engine.io,451.75
2437,wichert,pyrad,451.0
2034,pyradius,pyrad,451.0
2455,xcritical-software,utilitify,449.0
1434,jenkinsci,zephyr-enterprise-test-management-plugin,449.0
79,GoogleChromeLabs,critters,448.0
17,AntonKueltz,fastecdsa,447.0
718,docsifyjs,docsify,446.0
1551,kornelski,http-cache-semantics,446.0
235,Woorank,robots-txt-guard,445.0
108,Kozea,CairoSVG,444.0
816,expo,expo,443.0
1114,isomorphic-git,cors-proxy,443.0
1700,miekg,dns,441.3333333333333
325,apache,calcite,439.0
2186,sindresorhus,normalize-url,439.0
1792,nexB,scancode.io,439.0
2333,totaljs,framework,437.6666666666667
1616,loge5,conf-cfg-ini,437.5
982,graphhopper,graphhopper,435.0
1736,mopemope,meinheld,433.6666666666667
143,NodeBB,nodebb-plugin-markdown,433.0
195,SamVerschueren,decode-uri-component,433.0
849,fastify,fastify-websocket,433.0
2117,russellhaering,gosaml2,432.6666666666667
1727,moinwiki,moin-1.9,432.0
772,edmundhung,conform,431.0
1865,openark,orchestrator,430.0
553,cea-hpc,sshproxy,430.0
1511,jupyterhub,systemdspawner,430.0
1248,jenkinsci,fitnesse-plugin,429.25
1718,mkomitee,requests-kerberos,429.0
2141,scandipwa,create-magento-app,429.0
91,IceWhaleTech,CasaOS-UserService,427.75
479,balderdashy,sails,427.0
2220,sonicdoe,detect-character-encoding,426.5
2326,tomas,network,424.6666666666667
443,ariabuckles,simple-markdown,424.5
321,apache,archiva,424.0
1432,jenkinsci,yet-another-build-visualizer-plugin,424.0
2327,tomerfiliba-org,rpyc,424.0
2493,zeromicro,go-zero,423.0
834,fagbokforlaget,pdfinfojs,422.0
1838,nuxt,icon,421.0
310,antfu,utils,420.0
2122,saeedseyfi,exec-local-bin,419.0
1832,npm,npm-user-validate,418.0
2304,thgh,rollup-plugin-serve,418.0
449,astaxie,beego,417.0
1604,litejs,uri-template-lite,415.0
1841,nvbn,thefuck,415.0
1203,jenkinsci,compuware-strobe-measurement-plugin,414.0
2241,spunjs,selenium-binaries,412.0
2110,rubygems,rubygems,411.25
2005,protobufjs,protobuf.js,411.0
445,arrow-kt,arrow,411.0
2410,w8tcha,CKEditor-WordCount-Plugin,410.5
489,belangeo,pyo,409.0
559,chainguard-dev,apko,409.0
59,Eugeny,ajenti,407.5
750,easy-team,easywebpack-cli,407.0
1686,mholt,PapaParse,407.0
879,folio-org,mod-data-export-spring,407.0
1703,minimistjs,minimist,407.0
686,detekt,detekt,407.0
225,TryGhost,node-sqlite3,406.5
2361,ubuntu,authd,406.0
1157,jenkinsci,agent-server-parameter-plugin,406.0
1388,jenkinsci,slack-plugin,404.0
1716,mkalioby,django-mfa2,404.0
769,ecnepsnai,web,404.0
887,fredrik-johansson,mpmath,402.5
1538,kjd,idna,400.0
576,ckeditor,ckeditor5-link,399.0
2449,workos,authkit-nextjs,398.0
939,godaddy,node-config-shield,398.0
1109,irmen,Pyro3,397.0
1354,jenkinsci,publish-over-cifs-plugin,397.0
1617,longshotlabs,simpl-schema,397.0
176,Pylons,colander,396.0
22,Atinux,schema-inspector,396.0
2265,steveukx,properties,395.0
23,Automattic,mongoose,394.42857142857144
1130,jaredhanson,passport,394.0
1603,lirantal,git-promise,394.0
2462,xsuchy,templated-dictionary,393.5
806,eugeneware,changeset,393.0
1172,jenkinsci,aws-global-configuration-plugin,393.0
1688,michaelliao,jopenid,392.0
2375,validatorjs,validator.js,391.0
1969,pksunkara,inflect,391.0
660,d0c-s4vage,lookatme,390.0
826,fabric8io,kubernetes-client,389.0
2194,skylot,jadx,389.0
1537,kiwitcms,kiwi,388.75
2040,python-openxml,python-docx,387.0
2093,robbert229,jwt,387.0
2299,thanethomson,MLAlchemy,387.0
1774,nats-io,nats-server,385.0
1563,kubevirt,kubevirt,385.0
1954,picketlink,picketlink-bindings,385.0
1991,primefaces,primefaces,384.0
921,github,hubot-scripts,383.0
763,eclipse-ee4j,glassfish,382.0
2490,zamotany,logkitty,382.0
1827,npm,hosted-git-info,382.0
1100,ipfs,aegir,381.0
1365,jenkinsci,repo-plugin,381.0
1990,pretalx,pretalx,380.0
905,genieacs,genieacs,380.0
863,filebrowser,filebrowser,379.0
1707,mithunsatheesh,node-rules,378.0
903,gemini-testing,png-img,377.0
961,google,slo-generator,376.0
987,graphql-java,graphql-java,376.0
1337,jenkinsci,openid-plugin,375.0
1553,kriszyp,msgpackr,374.0
270,aimhubio,aim,373.0
1243,jenkinsci,environment-manager-tools-plugin,372.0
928,go-ldap,ldap,371.0
937,goToMain,libosdp,369.5
1153,jenkinsci,JiraTestResultReporter-plugin,368.0
2433,welefen,ssrf-agent,368.0
1715,mjwwit,node-XMLHttpRequest,368.0
1639,mansuf,mangadex-downloader,367.0
751,easybuilders,easybuild-framework,367.0
779,elastic,beats,367.0
238,Xhofe,alist,367.0
1485,jsGiven,jsGiven,366.0
499,biscuit-auth,biscuit-java,366.0
824,external-secrets,external-secrets,366.0
1814,nodee-apps,utils,366.0
450,aubio,aubio,365.3333333333333
1200,jenkinsci,computer-queue-plugin,365.0
951,gomarkdown,markdown,365.0
2250,squirrellyjs,squirrelly,364.6666666666667
1358,jenkinsci,qualys-was-plugin,363.0
1067,hunterhacker,jdom,362.0
2256,stampit-org,supermixer,362.0
934,go-vela,server,361.0
1005,hakobe,paranoidhttp,361.0
1078,ilanschnell,bsdiff4,359.0
1886,openshift,osin,359.0
507,bndr,pipreqs,358.0
1754,mrousavy,react-native-mmkv,358.0
821,expressjs,method-override,358.0
2070,refraction-ray,xalpha,357.0
1608,ljharb,shell-quote,357.0
1384,jenkinsci,servicenow-devops-plugin,356.5
155,OpenAPITools,openapi-generator,356.0
492,benhmoore,Knwl,356.0
1225,jenkinsci,delphix-plugin,355.5
809,evanphx,json-patch,355.0
20,ArjunSharda,Searchor,355.0
1606,ljharb,npm-lockfile,353.0
2421,web3,web3.js,352.0
193,SAP,scimono,352.0
1469,josdejong,jsoneditor,351.0
566,checkstyle,checkstyle,350.0
1656,matrix-org,dendrite,350.0
240,Yomguithereal,baobab,350.0
818,expressjs,basic-auth-connect,350.0
589,cloudflare,cloudflared,349.0
139,Netflix,lemur,348.5
542,caolan,async,348.0
1587,lessthanoptimal,BoofCV,347.0
976,gradle,gradle,347.0
236,WordOps,WordOps,346.0
230,Vanessa219,vditor,345.0
825,fabiocaccamo,utils.js,345.0
2276,studygolang,studygolang,344.0
2109,rstacruz,markdown-it-decorate,344.0
513,bower,bower,344.0
1491,jsreport,jsreport-chrome-pdf,342.0
249,absolunet,kafe,342.0
1360,jenkinsci,radargun-plugin,342.0
1840,nuxtlabs,github-module,342.0
900,ganga-devs,ganga,342.0
2312,tinacms,tinacms,340.0
2223,sosreport,sos,339.5
627,containers,podman,339.2857142857143
242,Yubico,yubihsm-connector,339.0
1857,onionshare,onionshare,338.5
336,apache,deltaspike,337.0
2079,replit,crosis,337.0
1328,jenkinsci,nested-view-plugin,336.5
2012,pslegr,core-1,336.0
1621,lquixada,cross-fetch,334.0
2038,python-hyper,priority,334.0
2078,remy,undefsafe,334.0
1443,jhipster,jhipster-kotlin,332.0
2382,vemonet,libre-chat,332.0
2239,spring-projects,spring-session,329.0
521,brokercap,Bifrost,328.0
29,BadOPCode,NoDash,328.0
2096,robinweser,fast-loops,328.0
504,blakeembrey,js-template,327.0
226,Turistforeningen,node-im-metadata,327.0
626,containers,libpod,326.0
440,aresch,rencode,326.0
382,apache,pulsar,324.0
1526,keycloak,keycloak-nodejs-connect,323.0
1762,myshenin,aws-lambda-multipart-parser,323.0
2030,pypa,pip,322.6666666666667
590,cloudflare,goflow,322.0
1937,paxswill,evesrp,322.0
1973,play-with-docker,play-with-docker,321.0
1299,jenkinsci,keycloak-plugin,320.5
1710,mitreid-connect,OpenID-Connect-Java-Spring-Server,320.0
1417,jenkinsci,vncviewer-plugin,318.0
1968,pkrumins,node-tree-kill,318.0
1742,mozilla,PollBot,318.0
712,django-helpdesk,django-helpdesk,316.25
869,flipped-aurora,gin-vue-admin,316.0
1440,jfhbrook,node-ecstatic,314.5
2001,projectdiscovery,interactsh,314.0
1967,pjshumphreys,patchmerge,312.0
2508,zwczou,weixin-python,312.0
2358,ua-parser,uap-core,311.0
1546,kohsuke,libpam4j,311.0
2163,shime,find-exec,311.0
1373,jenkinsci,rpmsign-plugin,310.0
1447,jlangch,venice,308.0
591,cloudflare,golz4,308.0
1999,projectcapsule,capsule-proxy,308.0
1632,madler,zlib,308.0
2360,ubertidavide,fastbots,308.0
2422,webauthn4j,webauthn4j-spring-security,307.0
167,ParisNeo,lollms,307.0
920,github,hub,307.0
1394,jenkinsci,spring-config-plugin,305.0
904,gen2brain,go-unarr,304.0
1369,jenkinsci,rhnpush-plugin,304.0
2072,rejetto,hfs,304.0
420,apache,xmlgraphics-fop,303.0
258,adfinis,document-merge-service,303.0
111,KubeOperator,KubeOperator,302.0
1187,jenkinsci,build-with-parameters-plugin,302.0
1855,omphalos,crud-file-server,301.5
484,bbangert,beaker,301.0
1618,loopbackio,loopback-connector-postgresql,301.0
744,dwisiswant0,apkleaks,300.0
1523,keras-team,keras,300.0
2329,tony-tsx,cookiex-deep,296.0
1552,kriszyp,json-schema,295.3333333333333
472,aws-amplify,amplify-cli,295.0
256,adaltas,node-printf,294.0
2026,pyeve,eve,294.0
1002,h2database,h2database,294.0
130,Mostafa-Samir,zip-local,293.5
2496,zinclabs,zinc,293.0
832,facebookresearch,ParlAI,292.5
2274,stripe,stripe-cli,292.0
1205,jenkinsci,compuware-topaz-utilities-plugin,291.5
1804,nmanousos,email-existence,291.0
1206,jenkinsci,compuware-xpediter-code-coverage-plugin,290.0
876,fluxcd,source-controller,290.0
2418,weaveworks,weave,289.0
560,chalk,ansi-regex,289.0
247,abetlen,llama-cpp-python,289.0
652,cthackers,adm-zip,288.0
246,abersheeran,rpc.py,288.0
2145,schollz,rwtxt,285.0
1741,moxystudio,node-cross-spawn,285.0
623,containernetworking,plugins,284.0
1659,matrix-org,matrix-appservice-bridge,283.0
1431,jenkinsci,yaml-axis-plugin,282.0
1140,javamelody,javamelody,281.3333333333333
1457,johnpapa,generator-hottowel,281.0
2140,scalyr,scalyr-agent-2,281.0
1272,jenkinsci,gogs-webhook-plugin,280.0
1126,janl,node-jsonpointer,280.0
430,appium,appium-desktop,279.0
2253,ssoready,ssoready,279.0
1415,jenkinsci,visualworks-store-plugin,279.0
232,Vincit,objection.js,278.0
636,coreybutler,node-windows,277.0
1923,pallets,flask,276.6666666666667
1789,netplex,json-smart-v2,276.5
1163,jenkinsci,artifact-repository-parameter-plugin,275.0
2503,zopefoundation,Products.SQLAlchemyDA,274.0
516,brettwooldridge,NuProcess,274.0
2161,sergey-dryabzhinsky,python-zstd,274.0
1138,jaspernbrouwer,powerline-gitstatus,273.0
14,AlexxIT,go2rtc,273.0
413,apache,tomee,272.0
2115,runatlantis,atlantis,272.0
1207,jenkinsci,compuware-zadviser-api-plugin,271.0
1870,opencontainers,umoci,270.0
782,electron,packager,270.0
252,actions,http-client,270.0
827,facebook,create-react-app,268.0
1091,inikulin,replicator,267.0
505,blevesearch,bleve,267.0
1228,jenkinsci,depgraph-view-plugin,267.0
1468,jooby-project,jooby,266.0
1576,latchset,kdcproxy,265.0
2121,sa7mon,S3Scanner,265.0
699,diffplug,goomph,264.0
1759,mvpoland,django-ajax-utilities,264.0
264,agnivade,easy-scrypt,263.0
2236,spring-projects,spring-ldap,263.0
38,CloudCannon,pagefind,263.0
1846,oauthlib,oauthlib,263.0
830,facebook,nuclide,263.0
260,admesh,admesh,263.0
858,felixrieseberg,windows-build-tools,263.0
1521,kellyselden,git-diff-apply,261.0
2120,ryanlelek,Raneto,261.0
1359,jenkinsci,queue-cleanup-plugin,261.0
1503,jupyterhub,binderhub,260.0
965,gookit,goutil,260.0
657,cyanomiko,dcnnt-py,260.0
2277,substack,node-syntax-error,260.0
114,LLK,scratch-svg-renderer,259.0
1642,mapproxy,mapproxy,259.0
1931,parcel-bundler,parcel,259.0
746,dynamoose,dynamoose,259.0
2219,sonicdoe,ced,259.0
1766,mytrile,node-libnotify,258.0
2315,tj,node-cookie-signature,257.3333333333333
374,apache,netbeans-html4j,256.0
2042,python-poetry,cleo,256.0
332,apache,commons-net,252.0
2046,python-social-auth,social-app-django,252.0
1201,jenkinsci,compuware-common-configuration-plugin,251.0
480,balderdashy,sails-hook-sockets,251.0
2319,tnantoka,public,251.0
731,driverdan,node-XMLHttpRequest,251.0
730,drewnoakes,metadata-extractor,250.0
2168,significant-gravitas,autogpt,250.0
2148,scipy,scipy,249.0
641,cowtowncoder,java-merge-sort,249.0
101,Jasig,dotnet-cas-client,248.0
1145,jberet,jsr352,248.0
2032,pypa,setuptools,247.0
2500,zopefoundation,Products.CMFCore,247.0
2436,whyrusleeping,tar-utils,246.0
214,Tethik,flask-session-captcha,246.0
696,dhowden,tag,245.25
693,dgarijo,Widoco,245.0
1706,mirumee,saleor,244.5
210,TAXIIProject,libtaxii,243.0
525,browserless,chrome,243.0
227,Turistforeningen,node-im-resize,243.0
2084,reviewboard,reviewboard,242.0
1160,jenkinsci,android-signing-plugin,241.0
2293,taoyuan,ntesseract,241.0
1116,iterative,PyDrive2,238.0
2131,samholmes,node-open-graph,238.0
1050,hopsoft,turbo_boost-commands,237.0
1997,projectcalico,calico,236.5
745,dwisiswant0,cwa-filter-rules,236.0
1609,lkiesow,python-feedgen,236.0
2495,zhutougg,c3p0,236.0
2491,zauberzeug,nicegui,234.0
901,gchq,CyberChef,234.0
1080,imbrn,v8n,233.0
1064,huggingface,text-generation-inference,233.0
2325,tojocky,node-printer,232.0
2146,scifio,scifio,232.0
857,fedora-infra,python-fedora,231.0
2261,status-board,status-board,231.0
1728,mojocn,base64Captcha,230.5
1614,locutusjs,locutus,230.5
274,airbnb,knowledge-repo,230.0
454,auth0,express-jwt,229.0
1128,jaraco,zipp,228.0
1867,openclarity,kubeclarity,227.0
1462,jonschlinkert,merge-deep,226.5
1585,leo-editor,leo-editor,226.0
287,amauric,tarteaucitron.js,226.0
2332,totaljs,cms,226.0
1366,jenkinsci,requests-plugin,226.0
36,Bytom,bytom,225.0
1495,juliangruber,keypair,224.0
1094,inveniosoftware,invenio-drafts-resources,223.0
77,Giskard-AI,giskard,222.0
1984,poezio,slixmpp,222.0
1133,jashkenas,backbone,222.0
444,arrayfire,arrayfire-rust,221.0
1135,jasongoodwin,authentikat-jwt,220.0
2227,spiral-project,ihatemoney,220.0
2481,ydb-platform,ydb-go-sdk,219.0
702,dinever,golf,218.0
606,codemirror,CodeMirror,217.0
2054,qos-ch,slf4j,217.0
2044,python-restx,flask-restx,216.0
231,Venemo,node-lmdb,215.0
546,caronc,apprise,215.0
865,firebase,firebase-tools,213.0
1713,mjmlio,mjml,213.0
1732,mongodb,libmongocrypt,213.0
2240,springfox,springfox,211.0
144,NodeRedis,node-redis,211.0
1580,layui,layui,211.0
929,go-macaron,csrf,210.0
2381,vektah,gqlparser,210.0
674,dcodeIO,ClosureCompiler.js,208.0
1842,nwjs,npm-installer,207.0
554,celery,celery,207.0
369,apache,lucene,206.0
1884,openshift,openshift-controller-manager,206.0
2419,weaveworks,weave-gitops,205.0
129,Morgan-Phoenix,EnroCrypt,205.0
1010,hapijs,bassmaster,205.0
483,basecamp,trix,204.66666666666666
2013,psychobunny,nodebb-plugin-blog-comments,204.0
2082,requests,requests,204.0
2485,yi-ge,unzip,203.0
1041,hjson,hjson-java,203.0
1072,i3thuan5,TuiTse-TsuSin,201.0
803,ether,etherpad-lite,201.0
2483,yetanalytics,lrs,201.0
1852,oliversalzburg,i18n-node-angular,201.0
448,ashaffer,cached-path-relative,200.0
1545,kobezzza,Collection,200.0
1142,jaz303,git-clone,200.0
2384,vercel,ms,198.0
262,aedart,ion,198.0
999,guybedford,devcert,198.0
817,express-handlebars,express-handlebars,197.0
81,GrahamDumpleton,mod_wsgi,196.0
883,fonttools,fonttools,195.0
514,bradleyfalzon,ghinstallation,195.0
1835,nsupdate-info,nsupdate.info,195.0
813,ewen-lbh,ffcss,194.0
2342,trevp,tlslite,194.0
1635,mafintosh,tar-fs,194.0
309,antchfx,xmlquery,194.0
1509,jupyterhub,nbgitpuller,191.0
1769,nanopb,nanopb,191.0
2359,ubernostrum,django-registration,191.0
1826,npm,fstream,190.0
241,Yonle,bostr,190.0
219,TooTallNate,node-http-proxy-agent,189.0
1787,netlify,netlify-ipx,189.0
1729,moment,luxon,188.0
1011,hapijs,crumb,188.0
432,appleboy,gorush,187.0
2226,sparklemotion,nekohtml,187.0
859,feross,git-pull-or-clone,186.0
2435,whitesource,CureKit,185.0
2427,webpack,webpack,185.0
1108,ipython,ipython,185.0
460,authelia,authelia,185.0
8,ASaiAnudeep,deep-override,184.0
133,MrSwitch,hello.js,184.0
2210,socketio,engine.io-client,182.0
522,broofa,mime,182.0
1084,in-toto,in-toto-golang,182.0
1364,jenkinsci,release-plugin,181.0
530,btcsuite,go-socks,180.0
51,DataTables,DataTablesSrc,180.0
2307,thlorenz,browserify-shim,180.0
2486,youngerheart,nodeserver,179.0
861,ff4j,ff4j,179.0
2275,strukturag,libheif,179.0
2474,yairEO,tagify,179.0
571,cilium,cilium-cli,178.0
618,commenthol,safer-eval,176.0
891,fritzy,SleekXMPP,176.0
1079,illagrenan,django-make-app,176.0
1634,mafintosh,is-my-json-valid,175.0
1047,hoperyy,get-npm-package-version,175.0
1123,jamesturk,django-markupfield,175.0
1983,podium-lib,layout,174.0
1738,motioneye-project,motioneye,174.0
1522,kennethreitz,requests,174.0
2008,psd-tools,psd-tools,173.0
2337,transifex,transifex-client,173.0
224,TryGhost,express-hbs,173.0
500,bitly,oauth2_proxy,172.0
1456,johannschopplich,nuxt-api-party,171.0
1752,mrdoob,three.js,169.0
1501,jupyter-server,jupyter-scheduler,168.0
2136,sasstools,scss-tokenizer,168.0
349,apache,helix,167.5
1859,open-iscsi,rtslib-fb,167.0
877,flynn,noise,166.0
1613,locustio,locust,165.0
860,feross,simple-get,160.0
220,TooTallNate,node-https-proxy-agent,159.0
2252,ssnau,killport,159.0
1013,hapijs,formula,159.0
96,IonicaBizau,set-or-get.js,158.0
1725,modoboa,modoboa-installer,158.0
2373,vadimdemedes,secure-compare,157.0
1144,jazzband,tablib,155.0
2143,schokokeksorg,freewvs,154.5
1658,matrix-org,matrix-android-sdk2,154.0
1799,nicolas-van,modern-async,153.0
565,chbrown,rfc6902,152.0
2139,sbt,io,152.0
100,Janpot,mongodb-instance,151.0
1015,hapijs,hoek,150.5
1976,plone,Products.isurlinportal,150.0
1890,openstack,ceilometer,150.0
180,Quernest,arr-flatten-unflatten,149.0
2441,wildfly,wildfly-core,148.66666666666666
53,DedSecInside,TorBot,148.0
2055,quantizor,markdown-to-jsx,148.0
941,gofiber,template,147.0
103,JstnMcBrd,dectalk-tts,146.0
2346,tschaub,grunt-gh-pages,146.0
2341,trentm,python-markdown2,146.0
2313,tiny-conf,tiny-conf,145.0
661,daaku,nodejs-tmpl,145.0
482,bandoche,PyPinkSign,144.0
1436,jessfraz,pastebinit,142.0
2089,richardgirges,express-fileupload,142.0
1004,hakimel,reveal.js,142.0
1581,leanote,leanote,142.0
916,gin-contrib,cors,140.0
1460,jonschlinkert,defaults-deep,140.0
83,GuyMograbi,kill-by-port,139.0
880,folio-org,mod-remote-storage,138.0
1567,kylefarris,clamscan,137.0
71,FurqanSoftware,node-whois,137.0
1066,hughsk,flat,136.0
599,cocagne,pysrp,135.0
2251,ssbc,ssb-db,135.0
2431,webtorrent,webtorrent,134.0
1744,mozilla,hawk,133.0
1749,mpetroff,pannellum,132.0
1748,mpdavis,python-jose,131.0
1461,jonschlinkert,kind-of,130.0
1633,mafintosh,dns-packet,130.0
157,OpenIDC,pyoidc,130.0
2258,starkbank,ecdsa-java,129.0
243,ZJONSSON,node-unzipper,128.0
2246,square,go-jose,127.0
995,guillaumepotier,gettext.js,127.0
932,go-resty,resty,126.0
446,artdarek,go-unzip,124.0
1129,jaredhanson,oauth2orize-fprm,124.0
518,brianleroux,tiny-json-http,121.0
2073,relative,synchrony,120.0
2107,rrainn,PortProcesses,120.0
1146,jbgutierrez,path-parse,119.0
2352,twisted,txaws,117.0
1721,moby,buildkit,110.0
2152,scravy,node-macaddress,103.0
969,goreleaser,nfpm,87.0
2061,quill-mention,quill-mention,87.0
1023,hashicorp,go-retryablehttp,0.0
668,dataease,dataease,0.0
2081,request,request,0.0
2058,quartz-scheduler,quartz,0.0
1001,gzpan123,pip,0.0
2204,snyk,broker,0.0
215,TheThingsNetwork,lorawan-stack,0.0
706,divio,django-cms,0.0
1897,openstack,ironic-inspector,0.0
2287,sylabs,singularity,0.0
552,cdr,code-server,0.0
1267,jenkinsci,gitlab-logo-plugin,0.0
631,conversejs,converse.js,0.0
2442,wildfly-security,wildfly-elytron,0.0
